tau,rho,precision,recall,far,f1,tp,nAccepted,nFalseAccept
0.00548311457114969,10,0.9521625163827,0.807222222222222,0.0811111111111111,0.873722188815394,1453,1526,73
0.00568181818181818,1,0.699025341130604,0.996111111111111,0.85,0.821534936998855,1793,2565,765
0.00568181818181818,1.1,0.77922642329422,0.996111111111111,0.561111111111111,0.874420872957815,1793,2301,505
0.00568181818181818,1.25,0.826949700046147,0.995555555555556,0.414444444444444,0.903453491303252,1792,2167,373
0.00568181818181818,1.5,0.907661085743278,0.993888888888889,0.201111111111111,0.948819941660037,1789,1971,181
0.00568181818181818,1.75,0.940031562335613,0.992777777777778,0.126666666666667,0.96568495001351,1787,1901,114
0.00568181818181818,2,0.94291754756871,0.991111111111111,0.12,0.966413867822319,1784,1892,108
0.00568181818181818,2.5,0.951154052603328,0.984444444444444,0.101111111111111,0.967512967512967,1772,1863,91
0.00568181818181818,3,0.951430113329736,0.979444444444444,0.1,0.965234054202026,1763,1853,90
0.00568181818181818,4,0.95264017419706,0.972222222222222,0.0966666666666667,0.962331591971405,1750,1837,87
0.00568181818181818,5,0.953811908736784,0.952222222222222,0.0922222222222222,0.953016402557687,1714,1797,83
0.00568181818181818,7,0.953392330383481,0.897777777777778,0.0877777777777778,0.924749642346209,1616,1695,79
0.00568181818181818,10,0.9521625163827,0.807222222222222,0.0811111111111111,0.873722188815394,1453,1526,73
0.00589429121539263,1,0.705627705627706,0.996111111111111,0.823333333333333,0.826076940797051,1793,2541,741
0.00589429121539263,1.1,0.784339457567804,0.996111111111111,0.544444444444444,0.877630934899657,1793,2286,490
0.00589429121539263,1.25,0.82886216466235,0.995555555555556,0.408888888888889,0.904593639575972,1792,2162,368
0.00589429121539263,1.5,0.908583037074657,0.993888888888889,0.198888888888889,0.949323427964977,1789,1969,179
0.00589429121539263,1.75,0.940031562335613,0.992777777777778,0.126666666666667,0.96568495001351,1787,1901,114
0.00589429121539263,2,0.94291754756871,0.991111111111111,0.12,0.966413867822319,1784,1892,108
0.00589429121539263,2.5,0.951154052603328,0.984444444444444,0.101111111111111,0.967512967512967,1772,1863,91
0.00589429121539263,3,0.951430113329736,0.979444444444444,0.1,0.965234054202026,1763,1853,90
